,Index,Date,Year,Month,Amount,Label,Account,Description,Category
1147,1147,6/01/2022,2022,06-Jun,67.02,Business Services,Citi,LinkedIn,Personal Expenses
1148,1148,6/01/2021,2021,06-Jun,-7.08,Groceries,Citi,Whole Foods,Groceries
1149,1149,2/01/2022,2022,02-Feb,-69.41,Income,Checking,Venmo Cashout Ppd,Income
1150,1150,10/01/2022,2022,10-Oct,-7.02,Shopping,Chase,Amazon,Personal Expenses
1151,1151,2/01/2021,2021,02-Feb,67.66,Shopping,Chase,Amazon,Personal Expenses
1152,1152,4/01/2021,2021,04-Apr,73.51,Food & Dining,Citi,GrubHub,Take-Out
1153,1153,2/01/2021,2021,02-Feb,-6.63,Food & Dining,Citi,GrubHub,Take-Out
1154,1154,12/01/2021,2021,12-Dec,-84.55,Gas & Fuel,Citi,Gulf,Gas
1155,1155,11/01/2022,2022,11-Nov,-21.64,Alcohol & Bars,Citi,Liquor Junction,Alcohol
1156,1156,10/01/2020,2020,10-Oct,-54.77,Bills & Utilities,Checking,CHASE CREDIT CRD AUTOPAY 190822 PPD,Utilities
1157,1157,12/01/2020,2020,12-Dec,-10.02,Income,Checking,Usra Eft Ppd,Income
1158,1158,8/01/2022,2022,08-Aug,-11.64,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
1159,1159,7/01/2020,2020,07-Jul,71.34,Books & Supplies,Citi,CHEGG ORDER 8558681054 CA,Education
1160,1160,5/01/2021,2021,05-May,-40.41,Shopping,Chase,Amazon,Personal Expenses
1161,1161,8/01/2020,2020,08-Aug,-69.63,Groceries,Citi,Wine & Spirits,Groceries
1162,1162,10/01/2021,2021,10-Oct,75.36,Food & Dining,Citi,GrubHub,Take-Out
1163,1163,3/01/2021,2021,03-Mar,-45.11,Alcohol & Bars,Citi,TST* TRILLIUM BREWING BOSTON MA,Alcohol
1164,1164,4/01/2022,2022,04-Apr,-44.65,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1165,1165,4/01/2021,2021,04-Apr,96.15,Clothing,Citi,Nordstrom,Clothing
1166,1166,5/01/2021,2021,05-May,-32.68,Coffee Shops,Citi,SQU*THINKING CUP N Boston MA,Coffee
1167,1167,12/01/2022,2022,12-Dec,-15.49,Clothing,Citi,MUJI NEWBURY 617502117 BOSTON MA,Clothing
1168,1168,3/01/2022,2022,03-Mar,70.64,Public Transportation,Citi,MBTA OAK GROVE MALDEN MA,Car
1169,1169,5/01/2020,2020,05-May,-47.18,Restaurants,Citi,TST* FLOUR FARNSWORTH BOSTON MA,Take-Out
1170,1170,2/01/2021,2021,02-Feb,84.02,Shopping,Chase,Amazon,Personal Expenses
1171,1171,6/01/2020,2020,06-Jun,-2.33,Restaurants,Citi,OSAWA BISTRO AYER MA,Take-Out
1172,1172,7/01/2022,2022,07-Jul,-52.65,Alcohol & Bars,Citi,Medusa Brewing Company Inc.,Alcohol
1173,1173,2/01/2022,2022,02-Feb,-62.94,Alcohol & Bars,Citi,Liquor Junction,Alcohol
1174,1174,2/01/2021,2021,02-Feb,11.17,Food & Dining,Citi,GrubHub,Take-Out
1175,1175,5/01/2020,2020,05-May,-38.83,Food & Dining,Citi,GrubHub,Take-Out
1176,1176,4/01/2020,2020,04-Apr,-44.91,Income,Checking,Venmo Cashout Ppd,Income
1177,1177,8/01/2021,2021,08-Aug,-32.31,Income,Checking,Venmo Cashout Ppd,Income
1178,1178,1/01/2022,2022,01-Jan,-90.8,Groceries,Citi,Wine & Spirits,Groceries
1179,1179,9/01/2022,2022,09-Sep,-26.68,Fast Food,Citi,El Potro,Take-Out
1180,1180,11/01/2021,2021,11-Nov,-94.72,Shopping,Chase,Amazon,Personal Expenses
1181,1181,12/01/2022,2022,12-Dec,47.2,Shopping,Chase,Amazon,Personal Expenses
1182,1182,10/01/2020,2020,10-Oct,66.84,Income,Checking,MOBILE DEPOSIT,Income
1183,1183,7/01/2022,2022,07-Jul,37.11,Groceries,Citi,Whole Foods,Groceries
1184,1184,6/01/2022,2022,06-Jun,-16.21,Service Fee,Citi,MEMBERSHIP FEE AUG 19-JUL 20,Personal Expenses
1185,1185,6/01/2021,2021,06-Jun,-39.65,Utilities,Checking,GULF GULF EFT PPD,Utilities
1186,1186,5/01/2020,2020,05-May,40.5,Shopping,Chase,Amazon,Personal Expenses
1187,1187,11/01/2022,2022,11-Nov,85.07,Music,Citi,Spotify,Entertainment
1188,1188,3/01/2021,2021,03-Mar,-10.19,Coffee Shops,Citi,Starbucks,Coffee
1189,1189,11/01/2022,2022,11-Nov,-17.65,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1190,1190,4/01/2020,2020,04-Apr,-6.25,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1191,1191,6/01/2020,2020,06-Jun,63.6,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1192,1192,4/01/2021,2021,04-Apr,-20.76,Groceries,Citi,Wine & Spirits,Groceries
1193,1193,2/01/2021,2021,02-Feb,78.79,Shopping,Citi,Wal-Mart,Personal Expenses
1194,1194,5/01/2021,2021,05-May,-35.89,Mortgage & Rent,Citi,Cort Furniture Rental,Mortgage/Rent
1195,1195,7/01/2022,2022,07-Jul,-92.63,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 190801 WEB,Ignore
1196,1196,10/01/2022,2022,10-Oct,63.45,Mortgage & Rent,Checking,RENTPAYMENT REMITTANCE 190801 PPD,Mortgage/Rent
1197,1197,5/01/2022,2022,05-May,-55.45,Gas & Fuel,Citi,Murphy Express,Gas
1198,1198,11/01/2021,2021,11-Nov,-15.32,Credit Card Payment,Citi,Autopay Rautopay Auto,Ignore
1199,1199,2/01/2021,2021,02-Feb,-4.72,Gas & Fuel,Citi,Shell,Gas
1200,1200,11/01/2020,2020,11-Nov,-11.69,Fast Food,Citi,USA*STEVE DUCKER MONTGOMERY AL,Take-Out
1201,1201,9/01/2020,2020,09-Sep,-51.65,Interest Income,STATEMENT SAVINGS,INTEREST PAID 07/01 THROUGH 07/31,Income
1202,1202,12/01/2022,2022,12-Dec,27.52,Fast Food,Citi,Taco Bell,Take-Out
1203,1203,4/01/2020,2020,04-Apr,81.33,Coffee Shops,Citi,Starbucks,Coffee
1204,1204,7/01/2020,2020,07-Jul,-54.56,Internet,Citi,COX PENSACOLA COMM SV 800-234-3993 FL,Utilities
1205,1205,4/01/2020,2020,04-Apr,2.36,Business Services,Citi,LinkedIn,Personal Expenses
1206,1206,2/01/2020,2020,02-Feb,-16.66,Shopping,Citi,Wal-Mart,Personal Expenses
1207,1207,3/01/2020,2020,03-Mar,-45.56,Fast Food,Citi,Panera Bread,Take-Out
1208,1208,11/01/2022,2022,11-Nov,-24.06,Restaurants,Citi,BAMBOO SUSHI BAR & HIB NICEVILLE FL,Take-Out
1209,1209,8/01/2020,2020,08-Aug,4.33,Gas & Fuel,Citi,CEFCO #0409 NICEVILLE NICEVILLE FL,Gas
1210,1210,11/01/2020,2020,11-Nov,0.07,Alcohol & Bars,Citi,Beach Liquors,Alcohol
1211,1211,1/01/2021,2021,01-Jan,-85.71,Fast Food,Citi,Panera Bread,Take-Out
1212,1212,2/01/2020,2020,02-Feb,-61.49,Coffee Shops,Citi,Starbucks,Coffee
1213,1213,12/01/2021,2021,12-Dec,14.08,Restaurants,Citi,TIJUANA FLATS BURRITO FORT WALTON B FL,Take-Out
1214,1214,3/01/2022,2022,03-Mar,27.72,Income,Checking,Usra Eft Ppd,Income
1215,1215,5/01/2020,2020,05-May,32.09,Restaurants,Citi,SQ *HUB CITY BARBE CRESTVIEW FL,Take-Out
1216,1216,9/01/2020,2020,09-Sep,12.57,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 190722 PPD,Ignore
1217,1217,5/01/2021,2021,05-May,-22.37,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
1218,1218,9/01/2021,2021,09-Sep,-12.38,Coffee Shops,Citi,Starbucks,Coffee
1219,1219,8/01/2021,2021,08-Aug,23.49,Groceries,Citi,Publix,Groceries
1220,1220,10/01/2021,2021,10-Oct,-43.54,Groceries,Citi,Publix,Groceries
1221,1221,6/01/2021,2021,06-Jun,-43.72,Restaurants,Citi,Jimmy John's,Take-Out
1222,1222,12/01/2022,2022,12-Dec,45.94,Restaurants,Citi,TIJUANA FLATS BURRITO FORT WALTON B FL,Take-Out
1223,1223,12/01/2021,2021,12-Dec,94.02,Groceries,Citi,Publix,Groceries
1224,1224,5/01/2020,2020,05-May,-62.5,Restaurants,Citi,PHO NGUYEN VIETNAMES VALPARAISO FL,Take-Out
1225,1225,5/01/2022,2022,05-May,-0.85,Gas & Fuel,Citi,CEFCO #0409 NICEVILLE NICEVILLE FL,Gas
1226,1226,1/01/2022,2022,01-Jan,16.3,Coffee Shops,Citi,Starbucks,Coffee
1227,1227,1/01/2020,2020,01-Jan,10.51,Fast Food,Citi,Fresh Greece Pizza LLC,Take-Out
1228,1228,6/01/2020,2020,06-Jun,-81.07,Groceries,Citi,Publix,Groceries
1229,1229,5/01/2020,2020,05-May,68.18,Income,Checking,Surcharge Rebate,Income
1230,1230,3/01/2022,2022,03-Mar,38.85,Fast Food,Citi,Domino's Pizza,Take-Out
1231,1231,10/01/2020,2020,10-Oct,16.69,Alcohol & Bars,Citi,Beach Liquors,Alcohol
1232,1232,3/01/2022,2022,03-Mar,-19.56,Fast Food,Citi,Subway,Take-Out
1233,1233,5/01/2022,2022,05-May,59.89,Coffee Shops,Citi,Starbucks,Coffee
1234,1234,11/01/2022,2022,11-Nov,46.23,Shopping,Chase,Amazon,Personal Expenses
1235,1235,12/01/2022,2022,12-Dec,-51.28,Shopping,Chase,Amazon,Personal Expenses
1236,1236,12/01/2021,2021,12-Dec,-96.28,Shopping,Chase,Amazon,Personal Expenses
1237,1237,1/01/2022,2022,01-Jan,64.53,Coffee Shops,Citi,Starbucks,Coffee
1238,1238,2/01/2020,2020,02-Feb,-54.81,Gas & Fuel,Citi,CEFCO #0409 NICEVILLE NICEVILLE FL,Gas
1239,1239,3/01/2020,2020,03-Mar,-83.48,Groceries,Citi,Publix,Groceries
1240,1240,9/01/2020,2020,09-Sep,-52.27,Books,Citi,Audible.com,Education
1241,1241,10/01/2020,2020,10-Oct,-85.34,Utilities,Checking,GULF GULF EFT PPD,Utilities
1242,1242,4/01/2022,2022,04-Apr,-53.05,Music,Citi,Spotify,Entertainment
1243,1243,9/01/2021,2021,09-Sep,90.67,Restaurants,Citi,Cafe Bienville,Take-Out
1244,1244,7/01/2021,2021,07-Jul,-43.8,Alcohol & Bars,Citi,TAPWORKS FORT WALTON B FL,Alcohol
1245,1245,3/01/2022,2022,03-Mar,84.98,Restaurants,Citi,Cafe Bienville,Take-Out
1246,1246,1/01/2020,2020,01-Jan,-19.61,Shopping,Chase,Amazon,Personal Expenses
1247,1247,9/01/2021,2021,09-Sep,54.85,Restaurants,Citi,TIJUANA FLATS BURRITO FORT WALTON B FL,Take-Out
1248,1248,7/01/2022,2022,07-Jul,25.18,Mortgage & Rent,Citi,CORT FURNITURE RENTAL 8883602678 VA,Mortgage/Rent
1249,1249,4/01/2020,2020,04-Apr,-22.38,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 190701 WEB,Ignore
1250,1250,12/01/2022,2022,12-Dec,-19.61,Mortgage & Rent,Checking,RENTPAYMENT REMITTANCE 190701 PPD,Mortgage/Rent
1251,1251,7/01/2021,2021,07-Jul,-2.97,Restaurants,Citi,TACO TOWN-FORT WALTON FORT WALTON B FL,Take-Out
1252,1252,1/01/2021,2021,01-Jan,-13.42,Credit Card Payment,Citi,Autopay Rautopay Auto,Ignore
1253,1253,2/01/2020,2020,02-Feb,4.08,Uncategorized,Checking,Venmo,Uncategorized
1254,1254,4/01/2021,2021,04-Apr,86.42,Groceries,Citi,Publix,Groceries
1255,1255,9/01/2022,2022,09-Sep,66.67,Business Services,Citi,LinkedIn,Personal Expenses
1256,1256,3/01/2020,2020,03-Mar,-68.93,Shopping,Citi,Wal-Mart,Personal Expenses
1257,1257,11/01/2020,2020,11-Nov,-90.01,Groceries,Citi,Publix,Groceries
1258,1258,3/01/2022,2022,03-Mar,71.18,Restaurants,Citi,BAMBOO SUSHI BAR & HIB NICEVILLE FL,Take-Out
1259,1259,6/01/2022,2022,06-Jun,-62.57,Interest Income,STATEMENT SAVINGS,INTEREST PAID 06/01 THROUGH 06/30,Income
1260,1260,5/01/2020,2020,05-May,-7.83,Transfer,Checking, INST XFER 190627 WEB,Ignore
1261,1261,7/01/2020,2020,07-Jul,82.67,Shopping,Chase,Amazon,Personal Expenses
1262,1262,3/01/2020,2020,03-Mar,56.43,Gas & Fuel,Citi,CEFCO #0409 NICEVILLE NICEVILLE FL,Gas
1263,1263,3/01/2020,2020,03-Mar,36.85,Income,Checking,Venmo Cashout Ppd,Income
1264,1264,1/01/2020,2020,01-Jan,7.19,Income,Checking,Venmo Cashout Ppd,Income
1265,1265,7/01/2022,2022,07-Jul,-83.73,Income,Checking,Usra Eft Ppd,Income
1266,1266,1/01/2022,2022,01-Jan,-95.61,ATM Fee,Checking,TERMINAL SURCHARGE,Personal Expenses
1267,1267,6/01/2021,2021,06-Jun,-21.19,Hair,Checking,301 N. MAIN STREET ATM CRESTVIEW FL US 000061,Personal Care
1268,1268,12/01/2020,2020,12-Dec,23.39,Internet,Citi,COX PENSACOLA COMM SV 800-234-3993 FL,Utilities
1269,1269,3/01/2020,2020,03-Mar,-96.44,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 190621 PPD,Ignore
1270,1270,2/01/2020,2020,02-Feb,-56.27,Groceries,Citi,Publix,Groceries
1271,1271,10/01/2020,2020,10-Oct,-1.01,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
1272,1272,2/01/2022,2022,02-Feb,82.54,Alcohol & Bars,Citi,Beach Liquors,Alcohol
1273,1273,3/01/2020,2020,03-Mar,-53.62,Restaurants,Citi,PHO NGUYEN VIETNAMESE VALPARAISO FL,Take-Out
1274,1274,9/01/2020,2020,09-Sep,-2.61,Fast Food,Citi,Fresh Greece Pizza LLC,Take-Out
1275,1275,10/01/2022,2022,10-Oct,18.05,Groceries,Citi,Tom Thumb,Groceries
1276,1276,7/01/2022,2022,07-Jul,-32.18,Restaurants,Citi,TIJUANA FLATS BURRITO FORT WALTON B FL,Take-Out
1277,1277,5/01/2020,2020,05-May,-12.64,Restaurants,Citi,SQU*CAFE ORGANIC Fort Walton B FL,Take-Out
1278,1278,7/01/2020,2020,07-Jul,-25.63,Auto Payment,Citi,Toyota,Car Payment
1279,1279,9/01/2020,2020,09-Sep,57.9,Income,Checking,Venmo Cashout Ppd,Income
1280,1280,7/01/2021,2021,07-Jul,-36.4,Income,Checking,Venmo Cashout Ppd,Income
1281,1281,9/01/2022,2022,09-Sep,75.01,Income,Checking,Venmo Cashout Ppd,Income
1282,1282,10/01/2022,2022,10-Oct,14.75,Income,Checking,Venmo Cashout Ppd,Income
1283,1283,1/01/2022,2022,01-Jan,-54.06,Groceries,Citi,Publix,Groceries
1284,1284,9/01/2022,2022,09-Sep,18.91,Shopping,Chase,Amazon,Personal Expenses
1285,1285,1/01/2022,2022,01-Jan,27.6,Food & Dining,Citi,Ale House,Take-Out
1286,1286,5/01/2020,2020,05-May,94.16,Business Services,Citi,3rd Planet Brewing Inc.,Personal Expenses
1287,1287,2/01/2022,2022,02-Feb,47.55,Restaurants,Citi,TIJUANA FLATS BURRITO FORT WALTON B FL,Take-Out
1288,1288,8/01/2022,2022,08-Aug,-44.22,Income,Checking,Surcharge Rebate,Income
1289,1289,6/01/2022,2022,06-Jun,-37.2,Coffee Shops,Citi,Starbucks,Coffee
1290,1290,3/01/2020,2020,03-Mar,-33.84,Restaurants,Citi,Cafe Bienville,Take-Out
1291,1291,8/01/2020,2020,08-Aug,56.32,Restaurants,Citi,CLEAN EATZ SHALIMAR SHALIMAR FL,Take-Out
1292,1292,4/01/2022,2022,04-Apr,-26.9,Gas & Fuel,Citi,CEFCO #0409 NICEVILLE NICEVILLE FL,Gas
1293,1293,4/01/2022,2022,04-Apr,-57.18,Shopping,Chase,Amazon,Personal Expenses
1294,1294,10/01/2020,2020,10-Oct,96.28,Groceries,Citi,Publix,Groceries
1295,1295,10/01/2021,2021,10-Oct,-50.86,Groceries,Citi,Publix,Groceries
1296,1296,9/01/2022,2022,09-Sep,4.9,Alcohol & Bars,Citi,SQU*DESTIN BREWERY Destin FL,Alcohol
1297,1297,9/01/2022,2022,09-Sep,2.02,Vacation,Citi,HOOKS ON THE DESTIN HA DESTIN FL,Entertainment
1298,1298,11/01/2021,2021,11-Nov,-56.5,Alcohol & Bars,Citi,SQU*DESTIN BREWERY Destin FL,Alcohol
1299,1299,11/01/2022,2022,11-Nov,-16.12,Alcohol & Bars,Citi,Beach Liquors,Alcohol
1300,1300,1/01/2020,2020,01-Jan,53.42,Coffee Shops,Citi,TST* CASBAH COFFEE CO. CRESTVIEW FL,Coffee
1301,1301,3/01/2020,2020,03-Mar,-54.83,Coffee Shops,Citi,TST* CASBAH COFFEE CO. CRESTVIEW FL,Coffee
1302,1302,2/01/2020,2020,02-Feb,51.64,Books,Citi,Audible.com,Education
1303,1303,12/01/2020,2020,12-Dec,1.34,Restaurants,Citi,PHO NGUYEN VIETNAMESE VALPARAISO FL,Take-Out
1304,1304,7/01/2022,2022,07-Jul,24.36,Coffee Shops,Citi,Starbucks,Coffee
1305,1305,8/01/2021,2021,08-Aug,-28.35,Music,Citi,Spotify,Entertainment
1306,1306,2/01/2020,2020,02-Feb,-86.21,Mortgage & Rent,Citi,CORT FURNITURE RENTAL 8883602678 VA,Mortgage/Rent
1307,1307,9/01/2022,2022,09-Sep,57.97,Restaurants,Citi,PHO NGUYEN VIETNAMESE VALPARAISO FL,Take-Out
1308,1308,2/01/2021,2021,02-Feb,-41.15,Restaurants,Citi,CLEAN EATZ SHALIMAR SHALIMAR FL,Take-Out
1309,1309,7/01/2020,2020,07-Jul,95.6,Mortgage & Rent,Checking,RENTPAYMENT REMITTANCE 190603 PPD,Mortgage/Rent
1310,1310,4/01/2020,2020,04-Apr,-28.6,Utilities,Checking,GULF GULF EBILL WEB,Utilities
1311,1311,4/01/2021,2021,04-Apr,48.85,Food & Dining,Citi,Jimmy John's,Take-Out
1312,1312,6/01/2022,2022,06-Jun,51.14,Shopping,Citi,Wal-Mart,Personal Expenses
1313,1313,3/01/2021,2021,03-Mar,-19.81,Shopping,Chase,Amazon,Personal Expenses
1314,1314,6/01/2020,2020,06-Jun,67.47,Shopping,Chase,Amazon,Personal Expenses
1315,1315,5/01/2021,2021,05-May,-72.51,Shopping,Chase,Amazon,Personal Expenses
1316,1316,2/01/2021,2021,02-Feb,45.04,Shopping,Citi,Wal-Mart,Personal Expenses
1317,1317,9/01/2021,2021,09-Sep,-74.24,Credit Card Payment,Citi,Citibank For Dispute,Ignore
1318,1318,4/01/2021,2021,04-Apr,-74.51,Restaurants,Citi,MARGARITAVILLE DESTIN DESTIN FL,Take-Out
1319,1319,6/01/2021,2021,06-Jun,-4.06,Shopping,Citi,Wal-Mart,Personal Expenses
1320,1320,3/01/2020,2020,03-Mar,37.35,Fast Food,Citi,Fresh Greece Pizza LLC,Take-Out
1321,1321,7/01/2022,2022,07-Jul,43.62,Shopping,Citi,Wal-Mart,Personal Expenses
1322,1322,12/01/2020,2020,12-Dec,-24.9,Restaurants,Citi,CLEAN EATZ SHALIMAR SHALIMAR FL,Take-Out
1323,1323,3/01/2022,2022,03-Mar,96.91,Income,Checking,Internal Revenue Service,Income
1324,1324,11/01/2021,2021,11-Nov,-99.61,Income,Checking,COMMONWEALTH OF UM PAYROLL 190525 PPD,Income
1325,1325,9/01/2020,2020,09-Sep,-95.85,Shopping,Citi,Army & Air Force Exchange Service,Personal Expenses
1326,1326,3/01/2022,2022,03-Mar,18.06,Interest Income,STATEMENT SAVINGS,INTEREST PAID 05/01 THROUGH 05/31,Income
1327,1327,7/01/2022,2022,07-Jul,27.13,Income,Checking,MA State Tax,Income
1328,1328,4/01/2022,2022,04-Apr,-36.5,Business Services,Citi,LinkedIn,Personal Expenses
1329,1329,11/01/2021,2021,11-Nov,-90.14,Fast Food,Citi,Fresh Greece Pizza LLC,Take-Out
1330,1330,6/01/2022,2022,06-Jun,21.3,Groceries,Citi,Publix,Groceries
1331,1331,8/01/2020,2020,08-Aug,23.16,Shopping,Checking,INST XFER 190527 WEB,Personal Expenses
1332,1332,1/01/2020,2020,01-Jan,-6.72,Groceries,Citi,Publix,Groceries
1333,1333,7/01/2021,2021,07-Jul,-39.35,Restaurants,Citi,ROCKIN TACOS FORT WALTON B FL,Take-Out
1334,1334,4/01/2021,2021,04-Apr,16.58,Food & Dining,Citi,Taco Bell,Take-Out
1335,1335,3/01/2021,2021,03-Mar,21.22,Pharmacy,Citi,CVS,Medical/Healthcare
1336,1336,9/01/2021,2021,09-Sep,55.45,Groceries,Citi,Publix,Groceries
1337,1337,9/01/2022,2022,09-Sep,26.42,Shopping,Chase,Amazon,Personal Expenses
1338,1338,12/01/2022,2022,12-Dec,83.15,Shopping,Chase,Amazon,Personal Expenses
1339,1339,7/01/2020,2020,07-Jul,40.51,Coffee Shops,Citi,TST* CASBAH COFFEE CO. CRESTVIEW FL,Coffee
1340,1340,10/01/2021,2021,10-Oct,47.13,Restaurants,Citi,AJS SEAFOOD & OYSTER B DESTIN FL,Take-Out
1341,1341,12/01/2021,2021,12-Dec,-96.02,Credit Card Payment,Checking,Transfer to Citi Double Cash Card,Ignore
1342,1342,7/01/2021,2021,07-Jul,-27.77,Credit Card Payment,Citi,Transfer from CHECKING ACCOUNT,Ignore
1343,1343,11/01/2020,2020,11-Nov,-88.48,Income,Checking,Usra Eft Ppd,Income
1344,1344,8/01/2021,2021,08-Aug,84.84,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 190522 PPD,Ignore
1345,1345,6/01/2021,2021,06-Jun,-5.46,Shopping,Checking,Eo Products Ca,Personal Expenses
1346,1346,4/01/2022,2022,04-Apr,-7.49,Gas & Fuel,Citi,Tom Thumb,Gas
1347,1347,9/01/2021,2021,09-Sep,28.9,Credit Card Payment,Chase,Transfer from CHECKING ACCOUNT,Ignore
1348,1348,11/01/2021,2021,11-Nov,60.64,Gas & Fuel,Citi,BP,Gas
1349,1349,9/01/2020,2020,09-Sep,32.48,Food & Dining,Citi,EGLIN MS AFB Q26 EGLIN AFB FL,Take-Out
1350,1350,3/01/2021,2021,03-Mar,-67.74,Shopping,Citi,Wal-Mart,Personal Expenses
1351,1351,6/01/2022,2022,06-Jun,65.65,Mortgage & Rent,Checking,Venmo Cashout Ppd,Mortgage/Rent
1352,1352,4/01/2022,2022,04-Apr,-35.62,Internet,Checking,Venmo Cashout Ppd,Utilities
1353,1353,9/01/2021,2021,09-Sep,-11.14,Shopping,Citi,Wal-Mart,Personal Expenses
1354,1354,11/01/2021,2021,11-Nov,-30.25,Internet,Checking,Venmo Cashout Ppd,Utilities
1355,1355,7/01/2020,2020,07-Jul,-16.94,Shopping,Checking,The Home Depot,Personal Expenses
1356,1356,5/01/2022,2022,05-May,-69.56,Food & Dining,Citi,Panera Bread,Take-Out
1357,1357,12/01/2020,2020,12-Dec,91.21,Food & Dining,Citi,Jimmy John's,Take-Out
1358,1358,6/01/2021,2021,06-Jun,-29.0,Groceries,Citi,Publix,Groceries
1359,1359,5/01/2022,2022,05-May,30.1,Shopping,Citi,Wal-Mart,Personal Expenses
1360,1360,10/01/2021,2021,10-Oct,64.15,Food & Dining,Citi,Panera Bread,Take-Out
1361,1361,5/01/2021,2021,05-May,-12.54,Shopping,Chase,Amazon,Personal Expenses
1362,1362,12/01/2021,2021,12-Dec,72.53,Food & Dining,Citi,Jimmy John's,Take-Out
1363,1363,2/01/2022,2022,02-Feb,25.29,Internet,Citi,COX PENSACOLA COMM SV 800-234-3993 FL,Utilities
1364,1364,10/01/2021,2021,10-Oct,-73.09,Alcohol & Bars,Citi,Tom Thumb,Alcohol
1365,1365,3/01/2020,2020,03-Mar,2.21,Shopping,Citi,Wal-Mart,Personal Expenses
1366,1366,12/01/2020,2020,12-Dec,48.27,Hair,Checking,3351 S FERDON BLVD ATM CRESTVIEW FL US 233675,Personal Care
1367,1367,11/01/2022,2022,11-Nov,-89.91,ATM Fee,Checking,TERMINAL SURCHARGE,Personal Expenses
1368,1368,2/01/2022,2022,02-Feb,-56.09,Travel,Checking,ESHIP TRANSPORT 954-865-4615 FL,Vacation/Travel
1369,1369,5/01/2022,2022,05-May,-43.64,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
1370,1370,8/01/2020,2020,08-Aug,-0.15,Mortgage & Rent,Checking,Venmo Cashout Ppd,Mortgage/Rent
1371,1371,11/01/2020,2020,11-Nov,94.58,Food & Dining,Citi,Panera Bread,Take-Out
1372,1372,9/01/2020,2020,09-Sep,-64.93,Shopping,Citi,Wal-Mart,Personal Expenses
1373,1373,5/01/2022,2022,05-May,49.04,Food & Dining,Citi,Taco Bell,Take-Out
1374,1374,11/01/2021,2021,11-Nov,72.01,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1375,1375,7/01/2022,2022,07-Jul,72.06,Income,Checking,COMMONWEALTH OF UM PAYROLL 190511 PPD,Income
1376,1376,11/01/2022,2022,11-Nov,-91.43,Shopping,Citi,Wal-Mart,Personal Expenses
1377,1377,4/01/2020,2020,04-Apr,-28.85,Mortgage & Rent,Citi,CORT FURNITURE RNTL 8669242678 VA,Mortgage/Rent
1378,1378,1/01/2022,2022,01-Jan,-55.57,Travel,Citi,ESHIP TRANSPORT 954-865-4615 FL,Vacation/Travel
1379,1379,7/01/2022,2022,07-Jul,44.8,Coffee Shops,Citi,TST* CASBAH COFFEE CO. CRESTVIEW FL,Coffee
1380,1380,5/01/2022,2022,05-May,-70.37,Food & Dining,Citi,GrubHub,Take-Out
1381,1381,9/01/2022,2022,09-Sep,-75.77,Coffee Shops,Citi,TST* CASBAH COFFEE CO. CRESTVIEW FL,Coffee
1382,1382,12/01/2022,2022,12-Dec,46.66,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1383,1383,4/01/2021,2021,04-Apr,-57.31,Mortgage & Rent,Checking,RENTPAYMENT REMITTANCE 190515 PPD,Mortgage/Rent
1384,1384,11/01/2022,2022,11-Nov,14.05,Mortgage & Rent,Checking,RENTPAYMENT REMITTANCE 190515 PPD,Mortgage/Rent
1385,1385,5/01/2020,2020,05-May,-49.45,Alcohol & Bars,Citi,Beach Liquors #4 Destin FL,Alcohol
1386,1386,6/01/2021,2021,06-Jun,44.54,Food & Dining,Citi,BRIOCHE DOREE CHARLOTTE NC,Take-Out
1387,1387,8/01/2022,2022,08-Aug,45.16,Cash & ATM,Citi,2076-CLT CNBC NEWS ATR CHARLOTTE NC,Personal Expenses
1388,1388,1/01/2020,2020,01-Jan,-42.44,Shopping,Citi,Wal-Mart,Personal Expenses
1389,1389,9/01/2020,2020,09-Sep,53.52,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1390,1390,9/01/2020,2020,09-Sep,-28.36,Rental Car & Taxi,Citi,Uber.com,Vacation/Travel
1391,1391,2/01/2021,2021,02-Feb,-58.74,Shopping,Chase,Amazon,Personal Expenses
1392,1392,5/01/2022,2022,05-May,-35.91,Mortgage & Rent,Checking,RENTPAYMENT REMITTANCE 190513 PPD,Mortgage/Rent
1393,1393,6/01/2020,2020,06-Jun,93.93,Hair,Checking,907 MAIN STREET ATM WAKEFIELD MA US 006481,Personal Care
1394,1394,2/01/2022,2022,02-Feb,-28.93,Pharmacy,Citi,Walgreens,Medical/Healthcare
1395,1395,2/01/2021,2021,02-Feb,-56.29,Food & Dining,Checking,Venmo,Take-Out
